id,user_id,resource_id,ssno,resource_name,author,borrow_start_time,borrow_end_time
29283,bcb046eeedde84850ef8e6e432f040ba,3012391,3012391,女青年,中华基督教女青年会全国协会编辑部,2020/1/1 23:37,2020/1/8 23:37
29284,ee992c0cba6a1aae0ec77788e7f0c4ee,33137315,33137315,毛泽东新闻活动 （增订本）,谭一,2020/1/1 23:45,2020/1/8 23:45
29285,bcb046eeedde84850ef8e6e432f040ba,16033988,16033988,女青年月刊,,2020/1/1 23:51,2020/1/8 23:51
29286,ad62f02fdcdb9b7db8173bce0857ad73,1042708,1042708,四部丛刊·云笈七签七,（宋）张君房,2020/1/1 23:58,2020/1/8 23:58
29287,ad62f02fdcdb9b7db8173bce0857ad73,1042708,1042708,四部丛刊·云笈七签七,（宋）张君房,2020/1/1 23:58,2020/1/8 23:58
29288,ad62f02fdcdb9b7db8173bce0857ad73,1042707,1042707,四部丛刊·云笈七签六,（宋）张君房,2020/1/2 0:00,2020/1/9 0:00
29289,6e3a9315a3a80c3abed369a035bef515,7077627,7077627,调查法权委员会报告书,,2020/1/2 0:08,2020/1/9 0:08
29290,bcb046eeedde84850ef8e6e432f040ba,7028452,7028452,女青年,,2020/1/2 0:27,2020/1/9 0:27
29291,92f4abe384e3f721e0395acdb0a20830,6849702,6849702,毛泽东选集·第一卷,,2020/1/2 0:48,2020/1/9 0:48
29292,276d7de9e4387c9818aa8fd96415bc4f,31043630,31043630,Isothermal transformation diagrams.,United States Steel Corporation.,2020/1/2 1:18,2020/1/9 1:18
